U [V],I [A],U_error [V],I_error [A]
5.92741935483871,0.0034317089910775563,0.03079335982586572,0.0019412677589198282
5.941935483870967,0.00034317089910775565,0.020528906550577042,0.00024265846986497853
6.019354838709678,0.006177076183939601,0.03421484425096195,0.003882535517839656
5.912903225806451,0.0027453671928620448,0.020528906550577042,0.0014559508191898708
5.9467741935483875,0.0020590253946465337,0.03079335982586572,0.001455950819189871
5.917741935483871,0.0075497597803706245,0.003421484425095912,0.005338486337029528
5.917741935483871,0.001029512697323267,0.010264453275288363,0.00024265846986497853
5.9322580645161285,0.005147563486616335,0.0,0.0016986092890548497
5.893548387096773,0.0,0.0,0.0
5.903225806451612,0.0020590253946465337,0.020528906550577042,0.001455950819189871
5.908064516129032,0.0,0.003421484425096226,0.0
5.966129032258065,0.0006863417982155113,0.058165235226635525,0.00048531693972995706
5.92258064516129,0.00034317089910775565,0.02737187540076949,0.00024265846986497853
5.869354838709677,0.0,0.010264453275288363,0.0
5.92258064516129,0.001029512697323267,0.01368593770038459,0.00024265846986497853
5.908064516129032,0.0,0.017107422125480814,0.0
5.893548387096774,0.00034317089910775565,0.013685937700384903,0.00024265846986497853
5.903225806451612,0.0020590253946465337,0.006842968850192766,0.001455950819189871
5.9080645161290315,0.005833905284831846,0.010264453275288677,0.003639877047974678
5.917741935483871,0.00034317089910775565,0.023950390975673266,0.00024265846986497853
5.9322580645161285,0.0013726835964310226,0.020528906550577042,0.0009706338794599141
5.92741935483871,0.01166781056966369,0.010264453275288363,0.008250387975409269
5.912903225806452,0.00034317089910775565,0.0,0.00024265846986497853
5.874193548387097,0.00034317089910775565,0.020528906550577354,0.00024265846986497853
5.883870967741935,0.004118050789293067,0.013685937700384903,0.002911901638379742
5.9322580645161285,0.0,0.01368593770038459,0.0
5.980645161290322,0.0,0.006842968850192452,0.0
5.888709677419355,0.0010295126973232668,0.023950390975672954,0.0007279754095949355
5.903225806451613,0.0,0.0,0.0
5.912903225806451,0.0,0.006842968850192138,0.0
5.92258064516129,0.00034317089910775565,0.006842968850192138,0.00024265846986497853
5.970967741935484,0.013726835964310225,0.041057813101154396,0.008735704915139227
5.908064516129032,0.0006863417982155113,0.003421484425096226,0.00048531693972995706
5.946774193548387,0.0017158544955387781,0.003421484425096226,0.0012132923493248925
5.888709677419355,0.0,0.010264453275288677,0.0
5.9564516129032254,0.0,0.023950390975673582,0.0
5.893548387096773,0.0013726835964310226,0.0,0.000485316939729957
5.951612903225806,0.00034317089910775565,0.0,0.00024265846986497853
5.898387096774194,0.0,0.00342148442509654,0.0
5.908064516129032,0.0,0.051322266376443076,0.0
5.9322580645161285,0.0,0.006842968850192452,0.0
5.917741935483871,0.00034317089910775565,0.010264453275288363,0.00024265846986497853
5.888709677419355,0.0017158544955387781,0.010264453275288677,0.0007279754095949355
5.937096774193548,0.0006863417982155113,0.003421484425096226,0.00048531693972995706
5.917741935483871,0.0,0.010264453275288363,0.0
5.879032258064516,0.00034317089910775565,0.017107422125480814,0.00024265846986497853
5.91774193548387,0.00034317089910775565,0.01710742212548113,0.00024265846986497853
5.874193548387097,0.005147563486616334,0.013685937700384275,0.0031545601082447207
5.941935483870967,0.0,0.020528906550577042,0.0
5.917741935483871,0.0010295126973232668,0.03079335982586572,0.0007279754095949355
5.92741935483871,0.00034317089910775565,0.03079335982586572,0.00024265846986497853
5.908064516129032,0.0,0.003421484425096226,0.0
5.912903225806451,0.003774879890185312,0.006842968850192138,0.0012132923493248927
5.951612903225806,0.0006863417982155113,0.0,0.0
5.903225806451612,0.01338366506520247,0.020528906550577042,0.008978363385004205
5.9322580645161285,0.00034317089910775565,0.027371875400769807,0.00024265846986497853
5.937096774193548,0.0,0.003421484425096226,0.0
5.908064516129032,0.0006863417982155113,0.023950390975673266,0.00048531693972995706
5.9322580645161285,0.00549073438572409,0.027371875400769807,0.0038825355178396565
5.893548387096774,0.0,0.02737187540076918,0.0
5.869354838709677,0.0006863417982155113,0.017107422125480814,0.00048531693972995706
5.951612903225806,0.0,0.020528906550577354,0.0
5.941935483870967,0.00034317089910775565,0.0,0.00024265846986497853
5.893548387096774,0.0006863417982155113,0.006842968850192452,0.00048531693972995706
5.941935483870967,0.0,0.0,0.0
5.8838709677419345,0.0,0.006842968850192138,0.0
5.888709677419355,0.00034317089910775565,0.03079335982586572,0.00024265846986497853
5.912903225806451,0.00549073438572409,0.006842968850192138,0.0033972185781096995
5.946774193548387,0.010295126973232668,0.003421484425096226,0.006794437156219398
5.903225806451612,0.0,0.02737187540076949,0.0
5.941935483870967,0.012697323266986959,0.006842968850192452,0.008978363385004205
5.908064516129032,0.00034317089910775565,0.03079335982586572,0.00024265846986497853
5.961290322580645,0.00034317089910775565,0.006842968850192452,0.00024265846986497853
5.903225806451613,0.0006863417982155113,0.0,0.00048531693972995706
5.9322580645161285,0.0034317089910775563,0.006842968850192452,0.000970633879459914
5.908064516129032,0.0017158544955387781,0.003421484425096226,0.0012132923493248925
5.946774193548387,0.0,0.01710742212548113,0.0
5.898387096774194,0.002745367192862045,0.00342148442509654,0.0019412677589198282
5.917741935483871,0.0,0.010264453275288363,0.0
5.912903225806451,0.00034317089910775565,0.006842968850192138,0.00024265846986497853
5.8838709677419345,0.0,0.02737187540076949,0.0
5.9322580645161285,0.00034317089910775565,0.020528906550577042,0.00024265846986497853
5.937096774193549,0.0,0.023950390975673266,0.0
5.946774193548387,0.00034317089910775565,0.01710742212548113,0.00024265846986497853
5.937096774193548,0.0,0.03079335982586603,0.0
5.9322580645161285,0.0,0.027371875400769807,0.0
5.970967741935484,0.0,0.006842968850192452,0.0
5.937096774193548,0.00034317089910775565,0.010264453275288677,0.00024265846986497853
5.912903225806451,0.012010981468771446,0.02737187540076949,0.00800772950554429
5.908064516129032,0.0,0.023950390975673266,0.0
5.898387096774194,0.0,0.017107422125480814,0.0
5.937096774193548,0.00034317089910775565,0.010264453275288677,0.00024265846986497853
5.92258064516129,0.0010295126973232668,0.020528906550577354,0.0007279754095949355
6.004838709677419,0.0006863417982155113,0.03079335982586603,0.0
5.888709677419355,0.0,0.010264453275288677,0.0
5.937096774193548,0.0061770761839396015,0.010264453275288677,0.001941267758919828
5.92741935483871,0.00034317089910775565,0.010264453275288363,0.00024265846986497853
5.970967741935484,0.00549073438572409,0.020528906550577354,0.0004853169397299572
5.951612903225806,0.002745367192862045,0.047900781951346845,0.0019412677589198282
5.912903225806451,0.00034317089910775565,0.006842968850192138,0.00024265846986497853
5.883870967741935,0.00034317089910775565,0.013685937700384903,0.00024265846986497853
5.9564516129032254,0.0013726835964310226,0.010264453275288677,0.000485316939729957
5.92258064516129,0.0,0.020528906550577354,0.0
5.893548387096774,0.0,0.02737187540076918,0.0
5.92741935483871,0.0,0.017107422125480814,0.0
5.92741935483871,0.0,0.03079335982586572,0.0
5.888709677419355,0.0,0.023950390975672954,0.0
5.903225806451613,0.0,0.03421484425096163,0.0
5.845161290322581,0.004118050789293067,0.020528906550577042,0.002911901638379742
5.888709677419355,0.0006863417982155113,0.023950390975672954,0.00048531693972995706
5.917741935483871,0.0006863417982155113,0.003421484425095912,0.00048531693972995706
6.0,0.00034317089910775565,0.05474375080153961,0.00024265846986497853
5.9322580645161285,0.0034317089910775563,0.020528906550577042,0.002426584698649785
5.941935483870967,0.0037748798901853123,0.013685937700384903,0.002669243168514764
5.917741935483871,0.00034317089910775565,0.010264453275288363,0.00024265846986497853
5.946774193548387,0.00034317089910775565,0.003421484425096226,0.00024265846986497853
5.9322580645161285,0.012697323266986959,0.006842968850192452,0.008978363385004205
5.903225806451613,0.00034317089910775565,0.03421484425096163,0.00024265846986497853
5.9322580645161285,0.0,0.01368593770038459,0.0
5.961290322580645,0.0,0.006842968850192452,0.0
5.941935483870967,0.00034317089910775565,0.006842968850192452,0.00024265846986497853
5.883870967741935,0.0030885380919698007,0.0,0.0021839262287848067
5.92741935483871,0.0034317089910775563,0.010264453275288363,0.002426584698649785
5.961290322580645,0.007206588881262868,0.013685937700384903,0.004610510927434592
5.941935483870967,0.0017158544955387781,0.013685937700384903,0.0012132923493248925
5.937096774193548,0.0030885380919698007,0.003421484425096226,0.0021839262287848067
5.893548387096774,0.0006863417982155113,0.006842968850192452,0.0
5.8838709677419345,0.0,0.02737187540076949,0.0
5.912903225806451,0.002059025394646534,0.03421484425096195,0.00048531693972995706
5.917741935483871,0.0030885380919698007,0.04447929752625031,0.0016986092890548497
5.912903225806451,0.0034317089910775563,0.006842968850192138,0.000970633879459914
5.92741935483871,0.00034317089910775565,0.017107422125480814,0.00024265846986497853
5.869354838709677,0.0024021962937542897,0.003421484425096226,0.0007279754095949355
5.908064516129032,0.0,0.023950390975673266,0.0
5.92258064516129,0.001029512697323267,0.0,0.00024265846986497853
5.92741935483871,0.00034317089910775565,0.010264453275288363,0.00024265846986497853
5.980645161290322,0.00034317089910775565,0.027371875400769807,0.00024265846986497853
5.946774193548387,0.00549073438572409,0.003421484425096226,0.0038825355178396565
5.903225806451612,0.00034317089910775565,0.01368593770038459,0.00024265846986497853
5.893548387096774,0.004118050789293067,0.006842968850192452,0.001455950819189871
5.937096774193549,0.012010981468771447,0.023950390975673266,0.008493046445274249
5.9322580645161285,0.0010295126973232668,0.027371875400769807,0.0007279754095949355
5.9322580645161285,0.0,0.027371875400769807,0.0
5.883870967741935,0.00034317089910775565,0.013685937700384903,0.00024265846986497853
5.893548387096774,0.004118050789293068,0.02737187540076918,0.0024265846986497855
5.912903225806451,0.0006863417982155113,0.020528906550577042,0.00048531693972995706
5.903225806451612,0.0,0.01368593770038459,0.0
5.912903225806451,0.0,0.013685937700384903,0.0
5.951612903225806,0.0061770761839396015,0.006842968850192452,0.0043678524575696135
5.92258064516129,0.0,0.020528906550577354,0.0
5.879032258064516,0.00789293067947838,0.010264453275288363,0.005581144806894506
5.879032258064516,0.0024021962937542892,0.010264453275288363,0.0016986092890548495
5.937096774193548,0.002745367192862045,0.003421484425096226,0.0019412677589198282
5.888709677419355,0.0010295126973232668,0.003421484425095912,0.0007279754095949355
5.980645161290322,0.001029512697323267,0.07527265735211602,0.00024265846986497853
5.893548387096773,0.0024021962937542892,0.0,0.0012132923493248925
5.9080645161290315,0.004118050789293067,0.010264453275288677,0.002911901638379742
5.92258064516129,0.002059025394646534,0.020528906550577354,0.00048531693972995706
5.985483870967742,0.0030885380919698007,0.09238007947759684,0.0016986092890548497
5.951612903225806,0.0,0.0,0.0
5.888709677419355,0.00034317089910775565,0.01710742212548113,0.00024265846986497853
5.816129032258065,0.0,0.027371875400769807,0.0
5.864516129032259,0.00034317089910775565,0.006842968850192138,0.00024265846986497853
5.937096774193548,0.0006863417982155113,0.010264453275288677,0.0
5.941935483870967,0.0017158544955387781,0.0,0.0007279754095949355
5.92258064516129,0.0,0.03421484425096195,0.0
5.903225806451613,0.0,0.0,0.0
5.927419354838709,0.00034317089910775565,0.003421484425096226,0.00024265846986497853
5.898387096774194,0.0034317089910775563,0.010264453275288677,0.002426584698649785
5.912903225806451,0.0,0.013685937700384903,0.0
5.893548387096774,0.00549073438572409,0.006842968850192452,0.0038825355178396565
5.92258064516129,0.0,0.0,0.0
5.912903225806451,0.012697323266986959,0.03421484425096195,0.00024265846986497845
5.893548387096773,0.00034317089910775565,0.020528906550577042,0.00024265846986497853
5.927419354838709,0.00034317089910775565,0.023950390975673582,0.00024265846986497853
5.864516129032259,0.0024021962937542897,0.02737187540076949,0.0007279754095949355
5.917741935483871,0.0006863417982155113,0.010264453275288363,0.00048531693972995706
5.874193548387097,0.0013726835964310226,0.020528906550577354,0.000485316939729957
5.903225806451613,0.00034317089910775565,0.03421484425096163,0.00024265846986497853
5.9322580645161285,0.00034317089910775565,0.020528906550577042,0.00024265846986497853
5.903225806451612,0.0017158544955387781,0.006842968850192766,0.0007279754095949355
5.883870967741936,0.0,0.020528906550577042,0.0
5.898387096774194,0.007206588881262868,0.03763632867605817,0.004610510927434592
5.951612903225806,0.0,0.006842968850192452,0.0
5.879032258064516,0.0,0.010264453275288363,0.0
5.903225806451612,0.0017158544955387781,0.01368593770038459,0.0007279754095949355
5.908064516129032,0.0017158544955387781,0.003421484425096226,0.0012132923493248925
5.912903225806451,0.0010295126973232668,0.006842968850192138,0.0007279754095949355
5.946774193548387,0.0010295126973232668,0.010264453275288677,0.0007279754095949355
5.888709677419355,0.00034317089910775565,0.003421484425095912,0.00024265846986497853
5.912903225806451,0.0,0.006842968850192138,0.0
5.903225806451612,0.0,0.02737187540076949,0.0
5.9467741935483875,0.002745367192862045,0.06500820407682735,0.0019412677589198282
5.908064516129032,0.0010295126973232668,0.017107422125480814,0.0007279754095949355
5.908064516129032,0.0006863417982155113,0.03763632867605786,0.0
5.874193548387097,0.0,0.006842968850192452,0.0
5.917741935483871,0.00034317089910775565,0.003421484425095912,0.00024265846986497853
5.912903225806451,0.0,0.006842968850192138,0.0
5.917741935483871,0.004118050789293067,0.003421484425095912,0.002911901638379742
5.8838709677419345,0.013040494166094714,0.006842968850192138,0.009221021854869184
5.908064516129032,0.0,0.003421484425096226,0.0
5.898387096774194,0.001029512697323267,0.010264453275288677,0.00024265846986497853
5.92258064516129,0.0013726835964310226,0.0,0.0009706338794599141
5.927419354838709,0.0,0.023950390975673582,0.0
5.908064516129032,0.00034317089910775565,0.017107422125480814,0.00024265846986497853
5.9322580645161285,0.00549073438572409,0.006842968850192452,0.0038825355178396565
5.9322580645161285,0.0,0.020528906550577042,0.0
5.903225806451612,0.0024021962937542892,0.020528906550577042,0.0016986092890548495
5.888709677419355,0.0006863417982155113,0.003421484425095912,0.00048531693972995706
5.912903225806451,0.0006863417982155113,0.020528906550577042,0.00048531693972995706
5.91774193548387,0.00034317089910775565,0.01710742212548113,0.00024265846986497853
5.898387096774194,0.0006863417982155113,0.017107422125480814,0.00048531693972995706
5.903225806451612,0.00034317089910775565,0.006842968850192766,0.00024265846986497853
5.859677419354838,0.00034317089910775565,0.01710742212548113,0.00024265846986497853
5.893548387096774,0.0010295126973232668,0.006842968850192452,0.0007279754095949355
5.912903225806451,0.0013726835964310226,0.006842968850192138,0.0009706338794599141
5.903225806451612,0.0024021962937542892,0.041057813101154396,0.0016986092890548495
5.9080645161290315,0.00034317089910775565,0.010264453275288677,0.00024265846986497853
5.941935483870967,0.0048043925875085785,0.020528906550577042,0.003397218578109699
5.883870967741935,0.0030885380919698007,0.041057813101154084,0.0021839262287848067
5.946774193548387,0.0006863417982155113,0.003421484425096226,0.0
5.941935483870967,0.0006863417982155113,0.006842968850192452,0.00048531693972995706
5.9467741935483875,0.0,0.03079335982586572,0.0
5.888709677419355,0.0,0.003421484425095912,0.0
5.898387096774194,0.0020590253946465337,0.00342148442509654,0.0
5.9322580645161285,0.0017158544955387781,0.027371875400769807,0.0012132923493248925
5.92258064516129,0.0,0.02737187540076949,0.0
5.91774193548387,0.0,0.01710742212548113,0.0
5.917741935483871,0.0,0.010264453275288363,0.0
5.937096774193549,0.0017158544955387781,0.017107422125480814,0.0007279754095949355
5.888709677419355,0.00034317089910775565,0.003421484425095912,0.00024265846986497853
5.888709677419355,0.0,0.03079335982586572,0.0
5.937096774193548,0.0,0.010264453275288677,0.0
5.917741935483871,0.0,0.003421484425095912,0.0
5.908064516129032,0.0006863417982155113,0.03763632867605786,0.00048531693972995706
5.912903225806451,0.0006863417982155113,0.02737187540076949,0.0
5.903225806451612,0.0034317089910775563,0.01368593770038459,0.002426584698649785
5.917741935483871,0.0,0.010264453275288363,0.0
5.888709677419355,0.0017158544955387781,0.01710742212548113,0.0012132923493248925
5.985483870967741,0.0034317089910775563,0.03763632867605817,0.002426584698649785
5.980645161290322,0.010295126973232668,0.05474375080153867,0.006794437156219398
5.92741935483871,0.0,0.017107422125480814,0.0
6.009677419354839,0.00034317089910775565,0.047900781951347164,0.00024265846986497853
5.92258064516129,0.0,0.01368593770038459,0.0
5.854838709677419,0.006520247083047357,0.006842968850192452,0.004610510927434592
5.903225806451612,0.0,0.01368593770038459,0.0
5.912903225806451,0.0,0.013685937700384903,0.0
5.9080645161290315,0.001029512697323267,0.010264453275288677,0.00024265846986497853
5.917741935483871,0.0006863417982155113,0.003421484425095912,0.00048531693972995706
5.9322580645161285,0.00034317089910775565,0.01368593770038459,0.00024265846986497853
6.024193548387096,0.00034317089910775565,0.07185117292702042,0.00024265846986497853
5.912903225806451,0.00034317089910775565,0.013685937700384903,0.00024265846986497853
5.898387096774194,0.0,0.010264453275288677,0.0
5.937096774193548,0.0006863417982155113,0.010264453275288677,0.00048531693972995706
5.912903225806451,0.0,0.006842968850192138,0.0
5.92258064516129,0.0006863417982155113,0.02737187540076949,0.00048531693972995706
5.99516129032258,0.00034317089910775565,0.07185117292702042,0.00024265846986497853
5.908064516129032,0.012697323266986959,0.003421484425096226,0.008978363385004205
5.951612903225806,0.0,0.0,0.0
5.903225806451612,0.004461221688400823,0.020528906550577042,0.0031545601082447207
5.888709677419355,0.0,0.01710742212548113,0.0
5.893548387096773,0.0006863417982155113,0.020528906550577042,0.00048531693972995706
5.941935483870967,0.0,0.0547437508015393,0.0
5.893548387096774,0.0006863417982155113,0.013685937700384903,0.00048531693972995706
5.917741935483871,0.0024021962937542892,0.03763632867605817,0.0012132923493248925
5.917741935483871,0.0,0.04447929752625031,0.0
5.917741935483871,0.0024021962937542892,0.003421484425095912,0.0016986092890548495
5.908064516129032,0.0006863417982155113,0.03079335982586572,0.00048531693972995706
5.912903225806451,0.0,0.02737187540076949,0.0
5.92258064516129,0.00034317089910775565,0.01368593770038459,0.00024265846986497853
5.92258064516129,0.0,0.020528906550577354,0.0
5.888709677419355,0.0006863417982155113,0.010264453275288677,0.00048531693972995706
5.912903225806451,0.0017158544955387781,0.013685937700384903,0.0012132923493248925
5.874193548387097,0.0,0.013685937700384275,0.0
5.9322580645161285,0.0,0.020528906550577042,0.0
5.9322580645161285,0.009265614275909401,0.0,0.006066461746624462
5.917741935483871,0.0,0.03763632867605817,0.0
5.92741935483871,0.0,0.03763632867605817,0.0
5.912903225806451,0.00034317089910775565,0.006842968850192138,0.00024265846986497853
5.879032258064516,0.0,0.010264453275288363,0.0
5.898387096774194,0.0,0.023950390975673266,0.0
5.941935483870967,0.0013726835964310226,0.006842968850192452,0.0009706338794599141
5.888709677419355,0.0,0.003421484425095912,0.0
5.951612903225806,0.0006863417982155113,0.047900781951346845,0.0
5.879032258064516,0.0,0.017107422125480814,0.0
5.9467741935483875,0.00034317089910775565,0.06500820407682735,0.00024265846986497853
5.859677419354838,0.00034317089910775565,0.010264453275288677,0.00024265846986497853
5.859677419354838,0.0013726835964310226,0.023950390975672954,0.0009706338794599141
5.908064516129032,0.0017158544955387781,0.017107422125480814,0.0012132923493248925
5.9322580645161285,0.012354152367879203,0.01368593770038459,0.008735704915139227
5.92258064516129,0.0006863417982155113,0.006842968850192138,0.00048531693972995706
5.898387096774194,0.00034317089910775565,0.010264453275288677,0.00024265846986497853
5.937096774193548,0.0010295126973232668,0.003421484425096226,0.0007279754095949355
5.903225806451613,0.0006863417982155113,0.0,0.00048531693972995706
5.951612903225806,0.0020590253946465337,0.041057813101154396,0.001455950819189871
5.893548387096773,0.0,0.0,0.0
5.883870967741935,0.0006863417982155113,0.0,0.00048531693972995706
5.9951612903225815,0.0,0.058165235226635525,0.0
5.908064516129032,0.0006863417982155113,0.003421484425096226,0.0
5.92258064516129,0.00034317089910775565,0.0,0.00024265846986497853
5.864516129032257,0.00034317089910775565,0.020528906550577042,0.00024265846986497853
5.898387096774194,0.0,0.017107422125480814,0.0
5.8838709677419345,0.0013726835964310226,0.006842968850192138,0.0009706338794599141
5.903225806451612,0.0020590253946465337,0.006842968850192766,0.001455950819189871
5.941935483870967,0.001029512697323267,0.0,0.00024265846986497853
5.917741935483871,0.002745367192862045,0.010264453275288363,0.0019412677589198282
5.9080645161290315,0.00857927247769389,0.010264453275288677,0.005581144806894506
5.912903225806451,0.0,0.013685937700384903,0.0
5.9322580645161285,0.00034317089910775565,0.041057813101154396,0.00024265846986497853
5.903225806451612,0.00549073438572409,0.020528906550577042,0.0038825355178396565
5.908064516129032,0.0010295126973232668,0.017107422125480814,0.0007279754095949355
6.019354838709677,0.002745367192862045,0.06158671965173144,0.0019412677589198282
5.92741935483871,0.003774879890185312,0.010264453275288363,0.0016986092890548497
5.92258064516129,0.0006863417982155113,0.01368593770038459,0.00048531693972995706
5.927419354838709,0.0,0.003421484425096226,0.0
5.883870967741936,0.008236101578586135,0.020528906550577042,0.005823803276759484
5.883870967741935,0.0006863417982155113,0.013685937700384903,0.00048531693972995706
5.893548387096774,0.00034317089910775565,0.013685937700384903,0.00024265846986497853
5.912903225806452,0.0030885380919698007,0.0,0.0016986092890548497
5.869354838709677,0.0,0.03763632867605786,0.0
5.888709677419355,0.0013726835964310226,0.023950390975672954,0.0
5.898387096774194,0.00034317089910775565,0.017107422125480814,0.00024265846986497853
5.92741935483871,0.0010295126973232668,0.010264453275288363,0.0007279754095949355
5.9322580645161285,0.00549073438572409,0.05474375080153867,0.0033972185781096995
5.898387096774194,0.013040494166094714,0.00342148442509654,0.009221021854869184
5.888709677419355,0.0010295126973232668,0.003421484425095912,0.0007279754095949355
5.869354838709677,0.004118050789293067,0.010264453275288363,0.002911901638379742
5.898387096774194,0.00034317089910775565,0.00342148442509654,0.00024265846986497853
5.898387096774194,0.00034317089910775565,0.03763632867605817,0.00024265846986497853
5.888709677419355,0.00034317089910775565,0.010264453275288677,0.00024265846986497853
5.912903225806452,0.0,0.0,0.0
5.908064516129032,0.0,0.003421484425096226,0.0
5.941935483870967,0.00034317089910775565,0.006842968850192452,0.00024265846986497853
5.903225806451612,0.00034317089910775565,0.006842968850192766,0.00024265846986497853
5.912903225806451,0.005147563486616335,0.02737187540076949,0.003639877047974678
5.883870967741935,0.00034317089910775565,0.0,0.00024265846986497853
5.874193548387097,0.0,0.013685937700384275,0.0
5.908064516129032,0.0006863417982155113,0.003421484425096226,0.00048531693972995706
5.946774193548387,0.0024021962937542892,0.003421484425096226,0.0016986092890548495
5.92741935483871,0.0013726835964310226,0.017107422125480814,0.0
5.898387096774194,0.0,0.00342148442509654,0.0
5.92741935483871,0.0,0.017107422125480814,0.0
5.898387096774194,0.012354152367879203,0.00342148442509654,0.008735704915139227
6.0,0.0010295126973232668,0.061586719651731126,0.0007279754095949355
5.927419354838709,0.00034317089910775565,0.003421484425096226,0.00024265846986497853
5.975806451612902,0.004461221688400823,0.05816523522663521,0.00024265846986497845
5.9564516129032254,0.00034317089910775565,0.01710742212548113,0.00024265846986497853
5.9322580645161285,0.0013726835964310226,0.006842968850192452,0.0009706338794599141
5.908064516129032,0.00034317089910775565,0.017107422125480814,0.00024265846986497853
5.966129032258063,0.0,0.03079335982586572,0.0
5.92258064516129,0.00034317089910775565,0.0,0.00024265846986497853
5.92258064516129,0.0006863417982155113,0.02737187540076949,0.00048531693972995706
5.8838709677419345,0.0006863417982155113,0.006842968850192138,0.0
5.92258064516129,0.0006863417982155113,0.01368593770038459,0.00048531693972995706
5.961290322580645,0.012697323266986959,0.0,0.008978363385004205
5.898387096774194,0.0006863417982155113,0.017107422125480814,0.00048531693972995706
5.893548387096774,0.0,0.013685937700384903,0.0
5.874193548387097,0.0,0.006842968850192452,0.0
5.912903225806451,0.0010295126973232668,0.006842968850192138,0.0007279754095949355
5.903225806451613,0.0006863417982155113,0.03421484425096163,0.0
5.888709677419355,0.0,0.010264453275288677,0.0
5.9322580645161285,0.005147563486616334,0.020528906550577042,0.0026692431685147633
5.879032258064516,0.0006863417982155113,0.017107422125480814,0.0
5.903225806451612,0.0,0.01368593770038459,0.0
5.869354838709677,0.001029512697323267,0.017107422125480814,0.00024265846986497853
